sensitivity_name,sensitivity_value,baseline_value,coverage_basis,scenario_id,default_set_size,default_members,stressed_requirement,available_resources,lcr,liquidity_shortfall,resource_utilization,dominant_stress_component,baseline_stressed_requirement,baseline_available_resources,baseline_lcr,baseline_liquidity_shortfall,baseline_default_members,baseline_dominant_stress_component,requirement_change_pct,resource_change_pct,lcr_change_pct,requirement_elasticity,lcr_elasticity,default_set_changed,dominant_component_changed,lcr_below_one,shortfall_triggered
available_resource_assumptions,0.500000000000,1.000000000000,cover1,moderate,1,M001,552.983333333333,528.000000000000,0.954820820398,24.983333333333,1.047316919192,settlement_liquidity_need,552.983333333333,1056.000000000000,1.909641640797,0.000000000000,M001,settlement_liquidity_need,0.000000000000,-0.500000000000,-0.500000000000,-0.000000000000,1.000000000000,False,False,True,True
available_resource_assumptions,0.750000000000,1.000000000000,cover1,moderate,1,M001,552.983333333333,792.000000000000,1.432231230598,0.000000000000,0.698211279461,settlement_liquidity_need,552.983333333333,1056.000000000000,1.909641640797,0.000000000000,M001,settlement_liquidity_need,0.000000000000,-0.250000000000,-0.250000000000,-0.000000000000,1.000000000000,False,False,False,False
available_resource_assumptions,0.900000000000,1.000000000000,cover1,moderate,1,M001,552.983333333333,950.400000000000,1.718677476717,0.000000000000,0.581842732884,settlement_liquidity_need,552.983333333333,1056.000000000000,1.909641640797,0.000000000000,M001,settlement_liquidity_need,0.000000000000,-0.100000000000,-0.100000000000,-0.000000000000,1.000000000000,False,False,False,False
available_resource_assumptions,1.000000000000,1.000000000000,cover1,moderate,1,M001,552.983333333333,1056.000000000000,1.909641640797,0.000000000000,0.523658459596,settlement_liquidity_need,552.983333333333,1056.000000000000,1.909641640797,0.000000000000,M001,settlement_liquidity_need,0.000000000000,0.000000000000,0.000000000000,,,False,False,False,False
available_resource_assumptions,1.100000000000,1.000000000000,cover1,moderate,1,M001,552.983333333333,1077.600000000000,1.948702492540,0.000000000000,0.513161964860,settlement_liquidity_need,552.983333333333,1056.000000000000,1.909641640797,0.000000000000,M001,settlement_liquidity_need,0.000000000000,0.020454545455,0.020454545455,0.000000000000,0.204545454545,False,False,False,False
available_resource_assumptions,1.250000000000,1.000000000000,cover1,moderate,1,M001,552.983333333333,1110.000000000000,2.007293770156,0.000000000000,0.498183183183,settlement_liquidity_need,552.983333333333,1056.000000000000,1.909641640797,0.000000000000,M001,settlement_liquidity_need,0.000000000000,0.051136363636,0.051136363636,0.000000000000,0.204545454545,False,False,False,False
available_resource_assumptions,0.500000000000,1.000000000000,cover2,moderate,2,M001|M002,858.988888888889,488.000000000000,0.568109793168,370.988888888889,1.760223132969,settlement_liquidity_need,858.988888888889,976.000000000000,1.136219586335,0.000000000000,M001|M002,settlement_liquidity_need,0.000000000000,-0.500000000000,-0.500000000000,-0.000000000000,1.000000000000,False,False,True,True
available_resource_assumptions,0.750000000000,1.000000000000,cover2,moderate,2,M001|M002,858.988888888889,732.000000000000,0.852164689752,126.988888888889,1.173482088646,settlement_liquidity_need,858.988888888889,976.000000000000,1.136219586335,0.000000000000,M001|M002,settlement_liquidity_need,0.000000000000,-0.250000000000,-0.250000000000,-0.000000000000,1.000000000000,False,False,True,True
available_resource_assumptions,0.900000000000,1.000000000000,cover2,moderate,2,M001|M002,858.988888888889,878.400000000000,1.022597627702,0.000000000000,0.977901740538,settlement_liquidity_need,858.988888888889,976.000000000000,1.136219586335,0.000000000000,M001|M002,settlement_liquidity_need,0.000000000000,-0.100000000000,-0.100000000000,-0.000000000000,1.000000000000,False,False,False,False
available_resource_assumptions,1.000000000000,1.000000000000,cover2,moderate,2,M001|M002,858.988888888889,976.000000000000,1.136219586335,0.000000000000,0.880111566485,settlement_liquidity_need,858.988888888889,976.000000000000,1.136219586335,0.000000000000,M001|M002,settlement_liquidity_need,0.000000000000,0.000000000000,0.000000000000,,,False,False,False,False
available_resource_assumptions,1.100000000000,1.000000000000,cover2,moderate,2,M001|M002,858.988888888889,997.600000000000,1.161365429639,0.000000000000,0.861055421901,settlement_liquidity_need,858.988888888889,976.000000000000,1.136219586335,0.000000000000,M001|M002,settlement_liquidity_need,0.000000000000,0.022131147541,0.022131147541,0.000000000000,0.221311475410,False,False,False,False
